Mode	Category	Environment	Density	Compression	GameVersion	Revision	URL	Size
INCREMENTAL	WORLD_INITIAL_INTERNAL	LIVE	XHDPI	PVRTC	7.10	329	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_WORLD_INITIAL_INTERNAL_XHDPI_PVRTC_329.zip	4526
INCREMENTAL	WORLD_ADDITIONAL	LIVE	XHDPI	ETC1	7.10	329	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_WORLD_ADDITIONAL_XHDPI_ETC1_329.zip	7759172
INCREMENTAL	UI_DYNAMIC	LIVE	XHDPI	PVRTC	7.10	329	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_UI_DYNAMIC_XHDPI_PVRTC_329.zip	102798148
INCREMENTAL	SOUND	LIVE	XHDPI	OGG	7.10	329	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_SOUND_XHDPI_OGG_329.zip	987361
INCREMENTAL	SOUND	LIVE	XHDPI	MP3	7.10	329	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_SOUND_XHDPI_MP3_329.zip	1031218
INCREMENTAL	WORLD_ADDITIONAL	LIVE	XHDPI	ETC2	7.10	329	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_WORLD_ADDITIONAL_XHDPI_ETC2_329.zip	9772746
INCREMENTAL	WORLD_ADDITIONAL	LIVE	XHDPI	PVRTC	7.10	329	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_WORLD_ADDITIONAL_XHDPI_PVRTC_329.zip	6858919
COMPLETE	FONT_CJK_BASE	LIVE	XHDPI	PNG	7.10	329	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_FONT_CJK_BASE_XHDPI_PNG_329.zip	4422179
COMPLETE	FONT_CJK_FALLBACK	LIVE	XHDPI	PNG	7.10	329	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_FONT_CJK_FALLBACK_XHDPI_PNG_329.zip	15922823
COMPLETE	WORLD_INITIAL_INTERNAL	LIVE	XHDPI	ETC1	7.10	329	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_INITIAL_INTERNAL_XHDPI_ETC1_329.zip	37356622
COMPLETE	WORLD_INITIAL_INTERNAL	LIVE	XHDPI	ETC2	7.10	329	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_INITIAL_INTERNAL_XHDPI_ETC2_329.zip	43275712
COMPLETE	WORLD_INITIAL_INTERNAL	LIVE	XHDPI	PVRTC	7.10	329	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_INITIAL_INTERNAL_XHDPI_PVRTC_329.zip	39076722
COMPLETE	WORLD_ADDITIONAL	LIVE	XHDPI	ETC1	7.10	329	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_ADDITIONAL_XHDPI_ETC1_329.zip	398448956
COMPLETE	WORLD_ADDITIONAL	LIVE	XHDPI	ETC2	7.10	329	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_ADDITIONAL_XHDPI_ETC2_329.zip	451558600
COMPLETE	WORLD_ADDITIONAL	LIVE	XHDPI	PVRTC	7.10	329	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_ADDITIONAL_XHDPI_PVRTC_329.zip	429571615
COMPLETE	UI_INITIAL	LIVE	XHDPI	ETC1	7.10	329	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_INITIAL_XHDPI_ETC1_329.zip	15341704
COMPLETE	UI_INITIAL	LIVE	XHDPI	ETC2	7.10	329	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_INITIAL_XHDPI_ETC2_329.zip	18174629
COMPLETE	UI_INITIAL	LIVE	XHDPI	PVRTC	7.10	329	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_INITIAL_XHDPI_PVRTC_329.zip	17759632
COMPLETE	UI_DYNAMIC	LIVE	XHDPI	ETC1	7.10	329	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_DYNAMIC_XHDPI_ETC1_329.zip	153357128
COMPLETE	UI_DYNAMIC	LIVE	XHDPI	ETC2	7.10	329	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_DYNAMIC_XHDPI_ETC2_329.zip	190070331
COMPLETE	UI_DYNAMIC	LIVE	XHDPI	PVRTC	7.10	329	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_DYNAMIC_XHDPI_PVRTC_329.zip	191839543
COMPLETE	SOUND	LIVE	XHDPI	OGG	7.10	329	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_SOUND_XHDPI_OGG_329.zip	166899532
COMPLETE	SOUND	LIVE	XHDPI	MP3	7.10	329	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_SOUND_XHDPI_MP3_329.zip	144741684
COMPLETE	TEXT	LIVE	XHDPI	TXT	7.10	329	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_XHDPI_TXT_329.zip	3280864
COMPLETE	TEXT_DE	LIVE	XHDPI	TXT	7.10	329	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_DE_XHDPI_TXT_329.zip	3439693
COMPLETE	TEXT_FR	LIVE	XHDPI	TXT	7.10	329	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_FR_XHDPI_TXT_329.zip	3284339
COMPLETE	TEXT_ES	LIVE	XHDPI	TXT	7.10	329	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_ES_XHDPI_TXT_329.zip	3245389
COMPLETE	TEXT_IT	LIVE	XHDPI	TXT	7.10	329	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_IT_XHDPI_TXT_329.zip	3213115
COMPLETE	TEXT_PT	LIVE	XHDPI	TXT	7.10	329	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_PT_XHDPI_TXT_329.zip	3174930
COMPLETE	TEXT_RU	LIVE	XHDPI	TXT	7.10	329	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_RU_XHDPI_TXT_329.zip	1438376
COMPLETE	TEXT_JA	LIVE	XHDPI	TXT	7.10	329	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_JA_XHDPI_TXT_329.zip	3506397
COMPLETE	TEXT_KO	LIVE	XHDPI	TXT	7.10	329	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_KO_XHDPI_TXT_329.zip	3479480
COMPLETE	TEXT_ZH_HANS	LIVE	XHDPI	TXT	7.10	329	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_ZH_HANS_XHDPI_TXT_329.zip	1155053
COMPLETE	TEXT_ZH_HANT	LIVE	XHDPI	TXT	7.10	329	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_ZH_HANT_XHDPI_TXT_329.zip	1182794
COMPLETE	UI_PARTICLES_INITIAL	LIVE	XHDPI	ETC1	7.10	329	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_PARTICLES_INITIAL_XHDPI_ETC1_329.zip	5038763
COMPLETE	UI_PARTICLES_INITIAL	LIVE	XHDPI	ETC2	7.10	329	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_PARTICLES_INITIAL_XHDPI_ETC2_329.zip	5859288
COMPLETE	UI_PARTICLES_INITIAL	LIVE	XHDPI	PVRTC	7.10	329	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_PARTICLES_INITIAL_XHDPI_PVRTC_329.zip	3859363
COMPLETE	UI_BOOSTER_INITIAL	LIVE	XHDPI	ETC1	7.10	329	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_BOOSTER_INITIAL_XHDPI_ETC1_329.zip	1683852
COMPLETE	UI_BOOSTER_INITIAL	LIVE	XHDPI	ETC2	7.10	329	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_BOOSTER_INITIAL_XHDPI_ETC2_329.zip	2272121
COMPLETE	UI_BOOSTER_INITIAL	LIVE	XHDPI	PVRTC	7.10	329	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_BOOSTER_INITIAL_XHDPI_PVRTC_329.zip	2271815
INCREMENTAL	TEXT	LIVE	XHDPI	TXT	7.10	330	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_TEXT_XHDPI_TXT_330.zip	1835
INCREMENTAL	TEXT_DE	LIVE	XHDPI	TXT	7.10	330	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_TEXT_DE_XHDPI_TXT_330.zip	2072
INCREMENTAL	TEXT_FR	LIVE	XHDPI	TXT	7.10	330	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_TEXT_FR_XHDPI_TXT_330.zip	2104
INCREMENTAL	TEXT_ES	LIVE	XHDPI	TXT	7.10	330	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_TEXT_ES_XHDPI_TXT_330.zip	2022
INCREMENTAL	TEXT_IT	LIVE	XHDPI	TXT	7.10	330	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_TEXT_IT_XHDPI_TXT_330.zip	1981
INCREMENTAL	TEXT_PT	LIVE	XHDPI	TXT	7.10	330	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_TEXT_PT_XHDPI_TXT_330.zip	1943
INCREMENTAL	TEXT_RU	LIVE	XHDPI	TXT	7.10	330	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_TEXT_RU_XHDPI_TXT_330.zip	2416
INCREMENTAL	TEXT_JA	LIVE	XHDPI	TXT	7.10	330	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_TEXT_JA_XHDPI_TXT_330.zip	2244
INCREMENTAL	TEXT_KO	LIVE	XHDPI	TXT	7.10	330	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_TEXT_KO_XHDPI_TXT_330.zip	2133
INCREMENTAL	TEXT_ZH_HANS	LIVE	XHDPI	TXT	7.10	330	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_TEXT_ZH_HANS_XHDPI_TXT_330.zip	2005
INCREMENTAL	TEXT_ZH_HANT	LIVE	XHDPI	TXT	7.10	330	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_TEXT_ZH_HANT_XHDPI_TXT_330.zip	2060
INCREMENTAL	WORLD_INITIAL_INTERNAL	LIVE	XHDPI	ETC1	7.10	330	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_WORLD_INITIAL_INTERNAL_XHDPI_ETC1_330.zip	4576
INCREMENTAL	WORLD_INITIAL_INTERNAL	LIVE	XHDPI	ETC2	7.10	330	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_WORLD_INITIAL_INTERNAL_XHDPI_ETC2_330.zip	4576
INCREMENTAL	WORLD_INITIAL_INTERNAL	LIVE	XHDPI	PVRTC	7.10	330	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_WORLD_INITIAL_INTERNAL_XHDPI_PVRTC_330.zip	4582
COMPLETE	FONT_CJK_BASE	LIVE	XHDPI	PNG	7.10	330	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_FONT_CJK_BASE_XHDPI_PNG_330.zip	4422179
COMPLETE	FONT_CJK_FALLBACK	LIVE	XHDPI	PNG	7.10	330	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_FONT_CJK_FALLBACK_XHDPI_PNG_330.zip	15922823
COMPLETE	WORLD_INITIAL_INTERNAL	LIVE	XHDPI	ETC1	7.10	330	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_INITIAL_INTERNAL_XHDPI_ETC1_330.zip	37356678
COMPLETE	WORLD_INITIAL_INTERNAL	LIVE	XHDPI	ETC2	7.10	330	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_INITIAL_INTERNAL_XHDPI_ETC2_330.zip	43275768
COMPLETE	WORLD_INITIAL_INTERNAL	LIVE	XHDPI	PVRTC	7.10	330	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_INITIAL_INTERNAL_XHDPI_PVRTC_330.zip	39076778
COMPLETE	WORLD_ADDITIONAL	LIVE	XHDPI	ETC1	7.10	330	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_ADDITIONAL_XHDPI_ETC1_330.zip	398448956
COMPLETE	WORLD_ADDITIONAL	LIVE	XHDPI	ETC2	7.10	330	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_ADDITIONAL_XHDPI_ETC2_330.zip	451558600
COMPLETE	WORLD_ADDITIONAL	LIVE	XHDPI	PVRTC	7.10	330	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_ADDITIONAL_XHDPI_PVRTC_330.zip	429571615
COMPLETE	UI_INITIAL	LIVE	XHDPI	ETC1	7.10	330	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_INITIAL_XHDPI_ETC1_330.zip	15341704
COMPLETE	UI_INITIAL	LIVE	XHDPI	ETC2	7.10	330	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_INITIAL_XHDPI_ETC2_330.zip	18174629
COMPLETE	UI_INITIAL	LIVE	XHDPI	PVRTC	7.10	330	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_INITIAL_XHDPI_PVRTC_330.zip	17759632
COMPLETE	UI_DYNAMIC	LIVE	XHDPI	ETC1	7.10	330	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_DYNAMIC_XHDPI_ETC1_330.zip	153357128
COMPLETE	UI_DYNAMIC	LIVE	XHDPI	ETC2	7.10	330	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_DYNAMIC_XHDPI_ETC2_330.zip	190070331
COMPLETE	UI_DYNAMIC	LIVE	XHDPI	PVRTC	7.10	330	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_DYNAMIC_XHDPI_PVRTC_330.zip	191839543
COMPLETE	SOUND	LIVE	XHDPI	OGG	7.10	330	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_SOUND_XHDPI_OGG_330.zip	166899532
COMPLETE	SOUND	LIVE	XHDPI	MP3	7.10	330	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_SOUND_XHDPI_MP3_330.zip	144741684
COMPLETE	TEXT	LIVE	XHDPI	TXT	7.10	330	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_XHDPI_TXT_330.zip	3280865
COMPLETE	TEXT_DE	LIVE	XHDPI	TXT	7.10	330	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_DE_XHDPI_TXT_330.zip	3439700
COMPLETE	TEXT_FR	LIVE	XHDPI	TXT	7.10	330	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_FR_XHDPI_TXT_330.zip	3284331
COMPLETE	TEXT_ES	LIVE	XHDPI	TXT	7.10	330	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_ES_XHDPI_TXT_330.zip	3245387
COMPLETE	TEXT_IT	LIVE	XHDPI	TXT	7.10	330	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_IT_XHDPI_TXT_330.zip	3213117
COMPLETE	TEXT_PT	LIVE	XHDPI	TXT	7.10	330	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_PT_XHDPI_TXT_330.zip	3174929
COMPLETE	TEXT_RU	LIVE	XHDPI	TXT	7.10	330	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_RU_XHDPI_TXT_330.zip	1438382
COMPLETE	TEXT_JA	LIVE	XHDPI	TXT	7.10	330	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_JA_XHDPI_TXT_330.zip	3506400
COMPLETE	TEXT_KO	LIVE	XHDPI	TXT	7.10	330	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_KO_XHDPI_TXT_330.zip	3479472
COMPLETE	TEXT_ZH_HANS	LIVE	XHDPI	TXT	7.10	330	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_ZH_HANS_XHDPI_TXT_330.zip	1155057
COMPLETE	TEXT_ZH_HANT	LIVE	XHDPI	TXT	7.10	330	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_ZH_HANT_XHDPI_TXT_330.zip	1182797
COMPLETE	UI_PARTICLES_INITIAL	LIVE	XHDPI	ETC1	7.10	330	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_PARTICLES_INITIAL_XHDPI_ETC1_330.zip	5038763
COMPLETE	UI_PARTICLES_INITIAL	LIVE	XHDPI	ETC2	7.10	330	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_PARTICLES_INITIAL_XHDPI_ETC2_330.zip	5859288
COMPLETE	UI_PARTICLES_INITIAL	LIVE	XHDPI	PVRTC	7.10	330	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_PARTICLES_INITIAL_XHDPI_PVRTC_330.zip	3859363
COMPLETE	UI_BOOSTER_INITIAL	LIVE	XHDPI	ETC1	7.10	330	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_BOOSTER_INITIAL_XHDPI_ETC1_330.zip	1683852
COMPLETE	UI_BOOSTER_INITIAL	LIVE	XHDPI	ETC2	7.10	330	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_BOOSTER_INITIAL_XHDPI_ETC2_330.zip	2272121
COMPLETE	UI_BOOSTER_INITIAL	LIVE	XHDPI	PVRTC	7.10	330	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_BOOSTER_INITIAL_XHDPI_PVRTC_330.zip	2271815
INCREMENTAL	UI_INITIAL	LIVE	XHDPI	ETC1	7.11	331	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_UI_INITIAL_XHDPI_ETC1_331.zip	277010
INCREMENTAL	TEXT	LIVE	XHDPI	TXT	7.11	331	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_TEXT_XHDPI_TXT_331.zip	2266001
INCREMENTAL	UI_INITIAL	LIVE	XHDPI	ETC2	7.11	331	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_UI_INITIAL_XHDPI_ETC2_331.zip	316216
INCREMENTAL	TEXT_DE	LIVE	XHDPI	TXT	7.11	331	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_TEXT_DE_XHDPI_TXT_331.zip	2361453
INCREMENTAL	UI_INITIAL	LIVE	XHDPI	PVRTC	7.11	331	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_UI_INITIAL_XHDPI_PVRTC_331.zip	301639
INCREMENTAL	TEXT_FR	LIVE	XHDPI	TXT	7.11	331	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_TEXT_FR_XHDPI_TXT_331.zip	2242290
INCREMENTAL	TEXT_ES	LIVE	XHDPI	TXT	7.11	331	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_TEXT_ES_XHDPI_TXT_331.zip	2226980
INCREMENTAL	TEXT_IT	LIVE	XHDPI	TXT	7.11	331	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_TEXT_IT_XHDPI_TXT_331.zip	2203236
INCREMENTAL	TEXT_PT	LIVE	XHDPI	TXT	7.11	331	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_TEXT_PT_XHDPI_TXT_331.zip	2175458
INCREMENTAL	TEXT_RU	LIVE	XHDPI	TXT	7.11	331	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_TEXT_RU_XHDPI_TXT_331.zip	338862
INCREMENTAL	TEXT_JA	LIVE	XHDPI	TXT	7.11	331	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_TEXT_JA_XHDPI_TXT_331.zip	2378756
INCREMENTAL	UI_DYNAMIC	LIVE	XHDPI	ETC1	7.11	331	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_UI_DYNAMIC_XHDPI_ETC1_331.zip	66871752
INCREMENTAL	TEXT_KO	LIVE	XHDPI	TXT	7.11	331	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_TEXT_KO_XHDPI_TXT_331.zip	2390065
INCREMENTAL	TEXT_ZH_HANS	LIVE	XHDPI	TXT	7.11	331	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_TEXT_ZH_HANS_XHDPI_TXT_331.zip	285818
INCREMENTAL	TEXT_ZH_HANT	LIVE	XHDPI	TXT	7.11	331	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_TEXT_ZH_HANT_XHDPI_TXT_331.zip	287349
INCREMENTAL	WORLD_INITIAL_INTERNAL	LIVE	XHDPI	ETC1	7.11	331	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_WORLD_INITIAL_INTERNAL_XHDPI_ETC1_331.zip	4459
INCREMENTAL	WORLD_INITIAL_INTERNAL	LIVE	XHDPI	ETC2	7.11	331	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_WORLD_INITIAL_INTERNAL_XHDPI_ETC2_331.zip	4459
INCREMENTAL	WORLD_INITIAL_INTERNAL	LIVE	XHDPI	PVRTC	7.11	331	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_WORLD_INITIAL_INTERNAL_XHDPI_PVRTC_331.zip	4465
INCREMENTAL	UI_DYNAMIC	LIVE	XHDPI	ETC2	7.11	331	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_UI_DYNAMIC_XHDPI_ETC2_331.zip	71699218
INCREMENTAL	WORLD_ADDITIONAL	LIVE	XHDPI	ETC1	7.11	331	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_WORLD_ADDITIONAL_XHDPI_ETC1_331.zip	5357974
INCREMENTAL	UI_DYNAMIC	LIVE	XHDPI	PVRTC	7.11	331	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_UI_DYNAMIC_XHDPI_PVRTC_331.zip	71537298
INCREMENTAL	SOUND	LIVE	XHDPI	OGG	7.11	331	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_SOUND_XHDPI_OGG_331.zip	527177
INCREMENTAL	SOUND	LIVE	XHDPI	MP3	7.11	331	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_SOUND_XHDPI_MP3_331.zip	428116
INCREMENTAL	WORLD_ADDITIONAL	LIVE	XHDPI	ETC2	7.11	331	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_WORLD_ADDITIONAL_XHDPI_ETC2_331.zip	6909923
INCREMENTAL	WORLD_ADDITIONAL	LIVE	XHDPI	PVRTC	7.11	331	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_WORLD_ADDITIONAL_XHDPI_PVRTC_331.zip	10362484
COMPLETE	FONT_CJK_BASE	LIVE	XHDPI	PNG	7.11	331	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_FONT_CJK_BASE_XHDPI_PNG_331.zip	4422179
COMPLETE	FONT_CJK_FALLBACK	LIVE	XHDPI	PNG	7.11	331	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_FONT_CJK_FALLBACK_XHDPI_PNG_331.zip	15922823
COMPLETE	WORLD_INITIAL_INTERNAL	LIVE	XHDPI	ETC1	7.11	331	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_INITIAL_INTERNAL_XHDPI_ETC1_331.zip	37356561
COMPLETE	WORLD_INITIAL_INTERNAL	LIVE	XHDPI	ETC2	7.11	331	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_INITIAL_INTERNAL_XHDPI_ETC2_331.zip	43275651
COMPLETE	WORLD_INITIAL_INTERNAL	LIVE	XHDPI	PVRTC	7.11	331	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_INITIAL_INTERNAL_XHDPI_PVRTC_331.zip	39076661
COMPLETE	WORLD_ADDITIONAL	LIVE	XHDPI	ETC1	7.11	331	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_ADDITIONAL_XHDPI_ETC1_331.zip	399775574
COMPLETE	WORLD_ADDITIONAL	LIVE	XHDPI	ETC2	7.11	331	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_ADDITIONAL_XHDPI_ETC2_331.zip	453025915
COMPLETE	WORLD_ADDITIONAL	LIVE	XHDPI	PVRTC	7.11	331	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_ADDITIONAL_XHDPI_PVRTC_331.zip	431233192
COMPLETE	UI_INITIAL	LIVE	XHDPI	ETC1	7.11	331	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_INITIAL_XHDPI_ETC1_331.zip	15342307
COMPLETE	UI_INITIAL	LIVE	XHDPI	ETC2	7.11	331	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_INITIAL_XHDPI_ETC2_331.zip	18175500
COMPLETE	UI_INITIAL	LIVE	XHDPI	PVRTC	7.11	331	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_INITIAL_XHDPI_PVRTC_331.zip	17760903
COMPLETE	UI_DYNAMIC	LIVE	XHDPI	ETC1	7.11	331	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_DYNAMIC_XHDPI_ETC1_331.zip	154174858
COMPLETE	UI_DYNAMIC	LIVE	XHDPI	ETC2	7.11	331	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_DYNAMIC_XHDPI_ETC2_331.zip	190992514
COMPLETE	UI_DYNAMIC	LIVE	XHDPI	PVRTC	7.11	331	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_DYNAMIC_XHDPI_PVRTC_331.zip	192772226
COMPLETE	SOUND	LIVE	XHDPI	OGG	7.11	331	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_SOUND_XHDPI_OGG_331.zip	167426599
COMPLETE	SOUND	LIVE	XHDPI	MP3	7.11	331	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_SOUND_XHDPI_MP3_331.zip	145169690
COMPLETE	TEXT	LIVE	XHDPI	TXT	7.11	331	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_XHDPI_TXT_331.zip	3294170
COMPLETE	TEXT_DE	LIVE	XHDPI	TXT	7.11	331	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_DE_XHDPI_TXT_331.zip	3453781
COMPLETE	TEXT_FR	LIVE	XHDPI	TXT	7.11	331	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_FR_XHDPI_TXT_331.zip	3298396
COMPLETE	TEXT_ES	LIVE	XHDPI	TXT	7.11	331	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_ES_XHDPI_TXT_331.zip	3258957
COMPLETE	TEXT_IT	LIVE	XHDPI	TXT	7.11	331	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_IT_XHDPI_TXT_331.zip	3226588
COMPLETE	TEXT_PT	LIVE	XHDPI	TXT	7.11	331	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_PT_XHDPI_TXT_331.zip	3188209
COMPLETE	TEXT_RU	LIVE	XHDPI	TXT	7.11	331	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_RU_XHDPI_TXT_331.zip	1441240
COMPLETE	TEXT_JA	LIVE	XHDPI	TXT	7.11	331	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_JA_XHDPI_TXT_331.zip	3521608
COMPLETE	TEXT_KO	LIVE	XHDPI	TXT	7.11	331	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_KO_XHDPI_TXT_331.zip	3494182
COMPLETE	TEXT_ZH_HANS	LIVE	XHDPI	TXT	7.11	331	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_ZH_HANS_XHDPI_TXT_331.zip	1157249
